Timestamp,Label,Assumed_Power_W,PUE,Year,Total_Wall_Time_s,Total_Energy_kWh,Country,Intensity_kgCO2_per_kWh,Emissions_kgCO2
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Hungary,182.81822,0.0107785432927791
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Canada,174.81425,0.0103066475640104
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Croatia,174.47917,0.010286892015102
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Kyrgyzstan,163.70107,0.0096514399389145
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Spain,146.15356,0.0086168789623583
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Denmark,143.30042,0.0084486643664041
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Georgia,143.0575,0.0084343423598958
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Lithuania,139.34425,0.008215417649427
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Latvia,136.22292,0.0080313911856749
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Luxembourg,134.61539,0.0079366149007979
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,New Zealand,120.10797,0.0070812906637687
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Belgium,117.57641,0.0069320356876604
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Tajikistan,115.87792,0.0068318966096333
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Portugal,112.28676,0.0066201700457749
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Brazil,103.212296,0.0060851604439816
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Austria,102.62287,0.0060504092377895
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,El Salvador,101.56249,0.005987891663027
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Uruguay,96.69947,0.0057011791482479
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Slovakia,96.488235,0.0056887252167281
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Kenya,84.824905,0.0050010820083927
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Finland,72.2488,0.0042596236778333
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Costa Rica,63.004845,0.0037146212750968
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,France,44.179085,0.0026046976078635
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Switzerland,36.599316,0.0021578117979274
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Sweden,35.823833,0.002112091097396
2025-10-13T10:15:04.992790Z,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.895770833333333e-05,Norway,30.745583,0.0018126891150522
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Kosovo,958.7156,0.05652367471941666
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Kazakhstan,801.9483,0.047281033969812494
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Mongolia,784.0096,0.04622340932733333
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,South Africa,708.8762,0.04179371624404166
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,India,708.3216,0.041761018298999995
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Bangladesh,694.62494,0.04095349461357916
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Serbia,670.7974,0.03954867745995833
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Puerto Rico,664.5299,0.03917916002297916
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Iran,641.93616,0.03784708488989999
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Bosnia and Herzegovina,638.04486,0.037617662759462496
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Kuwait,637.23474,0.03756989994078749
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Middle East (Ember),636.3722,0.03751904655904166
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Taiwan,635.65106,0.03747652979725416
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Azerbaijan,633.0714,0.037324438955374996
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Moldova,629.55853,0.03711732819050208
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Poland,614.98236,0.03625795061102499
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Philippines,613.37994,0.0361634756000375
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Malaysia,604.4294,0.03563577227329166
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Qatar,602.8308,0.035541522480749994
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Morocco,577.6511,0.034056985072229165
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Asia (Ember),573.0421,0.03378524899452083
2025-10-13T10:20:03.826073+00:00,Classical GNFS (YAFU),65.0,1.2,2024,2.721125,5.8957708333333325e-05,Egypt,571.9383,0.033720171476062495
